username,anime_id,anime_title,status,score,num_episodes_watched,updated_at,user_id,time_diff
Maxxxx,2581,Kidou Senshi Gundam 00,completed,10,25,2010-01-20 11:17:54+00:00,8182,0 days 00:00:10
Maxxxx,4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,completed,9,1,2010-01-20 11:20:55+00:00,8182,0 days 00:00:42
Maxxxx,6573,Darker than Black: Ryuusei no Gemini,completed,9,12,2010-01-20 11:21:13+00:00,8182,0 days 00:00:18
Maxxxx,30,Shinseiki Evangelion,completed,9,26,2010-01-20 11:33:40+00:00,8182,0 days 00:00:32
Maxxxx,226,Elfen Lied,completed,8,13,2010-01-20 11:38:48+00:00,8182,0 days 00:05:08
Maxxxx,1571,Ghost Hunt,completed,8,25,2010-01-20 11:41:48+00:00,8182,0 days 00:02:14
Maxxxx,202,Wolf's Rain,completed,10,26,2010-01-20 11:43:57+00:00,8182,0 days 00:00:11
Maxxxx,227,FLCL,completed,9,6,2010-01-20 11:44:50+00:00,8182,0 days 00:00:53
Maxxxx,317,Final Fantasy VII: Advent Children,completed,10,1,2010-01-20 11:45:10+00:00,8182,0 days 00:00:20
Maxxxx,408,Final Fantasy VII: Last Order,completed,10,1,2010-01-20 11:45:14+00:00,8182,0 days 00:00:04
Maxxxx,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,completed,9,2,2010-01-20 11:49:11+00:00,8182,0 days 00:03:37
Maxxxx,1943,Paprika,completed,9,1,2010-01-20 11:49:57+00:00,8182,0 days 00:00:46
Maxxxx,790,Ergo Proxy,completed,9,23,2010-01-20 11:50:13+00:00,8182,0 days 00:00:16
Maxxxx,2923,Shugo Chara!,completed,8,51,2010-01-20 11:50:16+00:00,8182,0 days 00:00:03
Maxxxx,267,Gungrave,completed,9,26,2010-01-20 11:55:08+00:00,8182,0 days 00:02:23
Maxxxx,4752,Vampire Knight Guilty,completed,9,13,2010-01-20 12:02:46+00:00,8182,0 days 00:05:57
Maxxxx,3457,Vampire Knight,completed,9,13,2010-01-20 12:04:37+00:00,8182,0 days 00:01:51
Maxxxx,356,Fate/stay night,completed,9,24,2010-01-20 12:05:00+00:00,8182,0 days 00:00:23
Maxxxx,97,Last Exile,completed,9,26,2010-01-20 12:05:02+00:00,8182,0 days 00:00:02
Maxxxx,120,Fruits Basket,completed,9,26,2010-01-20 12:05:27+00:00,8182,0 days 00:00:25
Maxxxx,64,Rozen Maiden,completed,9,12,2010-01-20 12:08:36+00:00,8182,0 days 00:03:09
Maxxxx,543,Vampire Hunter D (2000),completed,9,1,2010-01-20 12:09:40+00:00,8182,0 days 00:01:04
Maxxxx,2994,Death Note: Rewrite,completed,9,2,2010-01-20 12:11:19+00:00,8182,0 days 00:01:39
Maxxxx,405,Blood: The Last Vampire,completed,8,1,2010-01-20 12:13:00+00:00,8182,0 days 00:01:18
Maxxxx,150,Blood+,completed,9,50,2010-01-20 12:13:58+00:00,8182,0 days 00:00:58
Maxxxx,4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,completed,8,1,2010-01-20 12:16:11+00:00,8182,0 days 00:02:13
Maxxxx,1699,Romeo x Juliet,completed,9,24,2010-01-20 12:16:26+00:00,8182,0 days 00:00:15
Maxxxx,762,Bleach: Memories in the Rain,completed,9,1,2010-01-20 12:16:55+00:00,8182,0 days 00:00:11
Maxxxx,834,Bleach: The Sealed Sword Frenzy,completed,9,1,2010-01-20 12:16:56+00:00,8182,0 days 00:00:01
Maxxxx,1686,Bleach Movie 1: Memories of Nobody,completed,9,1,2010-01-20 12:17:05+00:00,8182,0 days 00:00:09
Maxxxx,2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,completed,9,1,2010-01-20 12:17:15+00:00,8182,0 days 00:00:10
Maxxxx,67,Basilisk: Kouga Ninpou Chou,completed,9,24,2010-01-20 12:31:54+00:00,8182,0 days 00:03:13
Maxxxx,20,Naruto,completed,9,220,2010-01-20 12:33:51+00:00,8182,0 days 00:01:05
Maxxxx,166,Samurai 7,completed,9,26,2010-01-20 12:38:58+00:00,8182,0 days 00:00:19
Maxxxx,1536,Busou Renkin,completed,9,26,2010-01-20 12:39:23+00:00,8182,0 days 00:00:12
Maxxxx,1691,Kaze no Stigma,completed,9,24,2010-01-20 12:40:40+00:00,8182,0 days 00:01:06
Maxxxx,154,Shaman King,completed,9,64,2010-01-20 12:46:37+00:00,8182,0 days 00:00:36
Maxxxx,243,Gravitation,completed,9,13,2010-01-20 12:50:16+00:00,8182,0 days 00:03:25
Maxxxx,48,.hack//Sign,completed,9,26,2010-01-20 12:51:32+00:00,8182,0 days 00:00:28
Maxxxx,3655,Nabari no Ou,completed,10,26,2010-01-20 12:57:16+00:00,8182,0 days 00:00:23
Maxxxx,27,Trinity Blood,completed,9,24,2010-01-20 12:57:30+00:00,8182,0 days 00:00:14
Maxxxx,395,Gantz 2nd Stage,completed,9,13,2010-01-20 13:02:40+00:00,8182,0 days 00:04:46
Maxxxx,384,Gantz,completed,9,13,2010-01-20 13:03:12+00:00,8182,0 days 00:00:32
Maxxxx,908,Fullmetal Alchemist: Premium Collection,completed,9,3,2010-01-20 13:04:51+00:00,8182,0 days 00:01:39
Maxxxx,1498,Black Blood Brothers,completed,9,12,2010-01-20 13:10:21+00:00,8182,0 days 00:00:03
Maxxxx,874,Digimon Tamers,completed,9,51,2010-01-20 13:18:34+00:00,8182,0 days 00:01:41
Maxxxx,1132,Digimon Frontier,completed,9,50,2010-01-20 13:18:59+00:00,8182,0 days 00:00:25
Maxxxx,1829,Ged Senki,completed,10,1,2010-01-20 13:27:44+00:00,8182,0 days 00:00:57
Maxxxx,1726,Devil May Cry,completed,9,12,2010-01-20 13:29:06+00:00,8182,0 days 00:01:22
Maxxxx,6793,"Kuroshitsuji: Sono Shitsuji, Kougyou",completed,9,1,2010-01-20 16:01:31+00:00,8182,0 days 02:13:38
Maxxxx,1361,Final Fantasy: The Spirits Within,completed,10,1,2010-02-02 09:24:42+00:00,8182,12 days 17:23:11
Maxxxx,323,Mousou Dairinin,completed,9,13,2010-04-26 18:38:13+00:00,8182,0 days 06:13:07
Maxxxx,450,InuYasha Movie 2: Kagami no Naka no Mugenjou,completed,9,1,2010-04-28 13:03:45+00:00,8182,0 days 00:00:12
Maxxxx,451,InuYasha Movie 3: Tenka Hadou no Ken,completed,10,1,2010-04-28 13:04:06+00:00,8182,0 days 00:00:21
Maxxxx,452,InuYasha Movie 1: Toki wo Koeru Omoi,completed,9,1,2010-04-28 13:04:20+00:00,8182,0 days 00:00:14
Maxxxx,6,Trigun,completed,10,26,2010-05-09 15:11:05+00:00,8182,0 days 20:42:28
Maxxxx,2418,Stranger: Mukou Hadan,completed,10,1,2010-05-25 18:43:42+00:00,8182,5 days 22:55:24
Maxxxx,6746,Durarara!!,completed,10,24,2010-06-25 21:04:30+00:00,8182,30 days 12:00:31
Maxxxx,5114,Fullmetal Alchemist: Brotherhood,completed,10,64,2010-07-05 10:23:59+00:00,8182,9 days 13:19:29
Maxxxx,3588,Soul Eater,completed,9,51,2010-07-14 12:41:11+00:00,8182,9 days 02:17:12
Maxxxx,7338,Darker than Black: Kuro no Keiyakusha Gaiden,completed,9,4,2010-07-26 11:28:15+00:00,8182,11 days 22:47:04
Maxxxx,7059,Black★Rock Shooter (OVA),completed,10,1,2010-07-26 14:17:34+00:00,8182,0 days 02:49:19
Maxxxx,6772,Break Blade Movie 1: Kakusei no Toki,completed,9,1,2010-08-04 17:43:06+00:00,8182,9 days 03:25:32
Maxxxx,4155,One Piece Film: Strong World,completed,10,1,2010-08-05 17:31:16+00:00,8182,0 days 23:48:10
Maxxxx,8074,Highschool of the Dead,completed,9,12,2010-09-22 16:33:00+00:00,8182,9 days 03:34:40
Maxxxx,1604,Katekyou Hitman Reborn!,completed,10,203,2010-09-27 12:22:00+00:00,8182,4 days 19:49:00
Maxxxx,6922,Fate/stay night Movie: Unlimited Blade Works,completed,10,1,2010-10-08 13:30:53+00:00,8182,11 days 01:08:53
Maxxxx,1535,Death Note,completed,9,37,2010-12-10 15:21:39+00:00,8182,47 days 02:02:07
Maxxxx,61,D.N.Angel,completed,10,26,2011-01-05 21:43:08+00:00,8182,21 days 03:18:31
Maxxxx,7724,Shiki,completed,9,22,2011-01-10 18:25:19+00:00,8182,4 days 20:42:11
Maxxxx,4106,Trigun: Badlands Rumble,completed,10,1,2011-01-12 12:07:57+00:00,8182,1 days 17:42:38
Maxxxx,4177,Bounen no Xamdou,completed,10,26,2011-02-15 13:58:35+00:00,8182,33 days 19:52:33
Maxxxx,6421,Fullmetal Alchemist: Brotherhood Specials,completed,9,4,2011-02-18 11:57:53+00:00,8182,1 days 20:12:46
Maxxxx,8408,Durarara!! Specials,completed,10,2,2011-02-23 16:30:52+00:00,8182,5 days 04:32:59
Maxxxx,597,Neko no Ongaeshi,completed,10,1,2011-02-24 21:24:51+00:00,8182,1 days 04:53:59
Maxxxx,523,Tonari no Totoro,completed,10,1,2011-02-24 21:27:43+00:00,8182,0 days 00:02:52
Maxxxx,2251,Baccano!,completed,10,13,2011-03-11 11:08:26+00:00,8182,2 days 23:36:32
Maxxxx,5530,Pandora Hearts,completed,10,25,2011-04-01 13:46:48+00:00,8182,1 days 04:02:28
Maxxxx,3092,Junjou Romantica,completed,10,12,2011-04-09 10:49:31+00:00,8182,7 days 21:02:43
Maxxxx,4814,Junjou Romantica 2,completed,10,12,2011-04-10 18:38:41+00:00,8182,1 days 07:49:10
Maxxxx,205,Samurai Champloo,completed,10,6,2011-05-24 19:07:24+00:00,8182,20 days 05:26:28
Maxxxx,185,Initial D First Stage,completed,9,26,2011-05-26 10:49:50+00:00,8182,1 days 15:42:26
Maxxxx,186,Initial D Second Stage,completed,9,13,2011-05-27 16:33:18+00:00,8182,1 days 05:43:28
Maxxxx,187,Initial D Third Stage,completed,9,1,2011-05-27 16:33:32+00:00,8182,0 days 00:00:14
Maxxxx,10163,C: The Money of Soul and Possibility Control,completed,9,11,2011-06-24 11:30:53+00:00,8182,8 days 19:54:35
Maxxxx,459,One Piece Movie 01,completed,10,1,2011-07-25 18:18:01+00:00,8182,23 days 09:48:48
Maxxxx,57,Beck,completed,10,26,2011-08-04 09:27:44+00:00,8182,5 days 16:29:52
Maxxxx,6547,Angel Beats!,completed,10,13,2011-08-17 19:41:54+00:00,8182,13 days 10:14:10
Maxxxx,8247,Bleach Movie 4: Jigoku-hen,completed,9,1,2011-08-28 10:51:13+00:00,8182,10 days 15:09:19
Maxxxx,10161,No.6,completed,10,11,2011-09-16 10:55:24+00:00,8182,19 days 00:04:11
Maxxxx,9941,Tiger & Bunny,completed,10,25,2011-09-18 06:48:20+00:00,8182,1 days 19:52:56
Maxxxx,9926,Sekaiichi Hatsukoi,completed,10,12,2011-09-23 15:29:01+00:00,8182,5 days 08:40:41
Maxxxx,9919,Ao no Exorcist,completed,10,25,2011-10-02 17:44:29+00:00,8182,3 days 08:03:54
Maxxxx,136,Hunter x Hunter,completed,9,62,2011-10-20 15:05:34+00:00,8182,17 days 21:21:05
Maxxxx,137,Hunter x Hunter: Original Video Animation,completed,9,8,2011-10-21 12:09:42+00:00,8182,0 days 21:04:08
Maxxxx,138,Hunter x Hunter: Greed Island,completed,9,8,2011-10-21 12:10:03+00:00,8182,0 days 00:00:21
Maxxxx,139,Hunter x Hunter: Greed Island Final,completed,9,14,2011-10-21 18:17:21+00:00,8182,0 days 06:07:18
Maxxxx,6594,Katanagatari,completed,10,12,2011-10-26 10:16:29+00:00,8182,4 days 15:59:08
Maxxxx,4654,Toaru Majutsu no Index,completed,9,24,2011-11-04 09:48:45+00:00,8182,8 days 23:32:16
Maxxxx,8937,Toaru Majutsu no Index II,completed,9,24,2011-11-07 18:11:55+00:00,8182,3 days 08:23:10
Maxxxx,68,Black Cat (TV),completed,9,19,2011-11-24 18:54:24+00:00,8182,10 days 22:38:05
Maxxxx,60,Chrno Crusade,completed,10,3,2012-01-14 00:44:29+00:00,8182,4 days 08:52:53
Maxxxx,10087,Fate/Zero,completed,10,13,2012-01-20 17:29:09+00:00,8182,6 days 16:44:40
Maxxxx,9135,Fullmetal Alchemist: The Sacred Star of Milos,completed,10,1,2012-02-13 17:35:33+00:00,8182,20 days 23:35:59
Maxxxx,10408,Hotarubi no Mori e,completed,10,1,2012-02-29 14:19:35+00:00,8182,13 days 16:59:33
Maxxxx,4081,Natsume Yuujinchou,completed,10,13,2012-03-14 18:50:49+00:00,8182,14 days 04:31:14
Maxxxx,5300,Zoku Natsume Yuujinchou,completed,10,13,2012-03-15 19:03:44+00:00,8182,1 days 00:12:55
Maxxxx,10379,Natsume Yuujinchou San,completed,10,13,2012-03-16 17:48:22+00:00,8182,0 days 22:44:38
Maxxxx,5040,One Outs,completed,10,4,2012-03-29 17:46:01+00:00,8182,12 days 23:57:39
Maxxxx,877,Nana,completed,9,47,2012-04-17 11:01:17+00:00,8182,18 days 17:15:16
Maxxxx,2025,Darker than Black: Kuro no Keiyakusha,completed,9,18,2012-04-23 12:22:11+00:00,8182,6 days 01:20:54
Maxxxx,4896,Umineko no Naku Koro ni,completed,9,26,2012-04-25 08:47:07+00:00,8182,1 days 20:24:56
Maxxxx,22319,Tokyo Ghoul,completed,9,12,2014-10-24 16:48:07+00:00,8182,220 days 18:43:08
Maxxxx,31580,Ajin,completed,9,13,2018-11-29 20:09:24+00:00,8182,45 days 03:58:54
Maxxxx,33253,Ajin Part 2,completed,9,13,2018-12-01 00:04:16+00:00,8182,1 days 03:54:52
Maxxxx,12413,Jormungand,completed,9,12,2019-08-15 22:39:06+00:00,8182,138 days 08:21:41
Maxxxx,13331,Jormungand: Perfect Order,completed,8,12,2019-08-17 01:11:59+00:00,8182,1 days 02:32:53
Maxxxx,23283,Zankyou no Terror,completed,10,11,2023-06-11 11:48:00+00:00,8182,28 days 11:47:19
Maxxxx,52299,Ore dake Level Up na Ken,completed,9,12,2024-03-30 23:08:27+00:00,8182,41 days 00:52:56
Mayuri-Nyan,934,Higurashi no Naku Koro ni,completed,10,26,2015-05-15 20:42:36+00:00,8194,
Mayuri-Nyan,1530,Kanon (2006),completed,10,24,2015-05-15 20:42:40+00:00,8194,0 days 00:00:04
Mayuri-Nyan,1535,Death Note,completed,10,37,2015-05-15 20:42:41+00:00,8194,0 days 00:00:01
Mayuri-Nyan,2025,Darker than Black: Kuro no Keiyakusha,completed,10,25,2015-05-15 20:42:45+00:00,8194,0 days 00:00:04
Mayuri-Nyan,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,completed,10,1,2015-05-15 20:42:47+00:00,8194,0 days 00:00:02
Mayuri-Nyan,3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),completed,10,1,2015-05-15 20:42:52+00:00,8194,0 days 00:00:05
Mayuri-Nyan,3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,completed,10,1,2015-05-15 20:42:57+00:00,8194,0 days 00:00:05
Mayuri-Nyan,4181,Clannad: After Story,completed,10,24,2015-05-15 20:42:59+00:00,8194,0 days 00:00:02
Mayuri-Nyan,4280,Kara no Kyoukai Movie 4: Garan no Dou,completed,10,1,2015-05-15 20:43:01+00:00,8194,0 days 00:00:02
Mayuri-Nyan,4282,Kara no Kyoukai Movie 5: Mujun Rasen,completed,10,1,2015-05-15 20:43:03+00:00,8194,0 days 00:00:02
Mayuri-Nyan,5204,Kara no Kyoukai Movie 6: Boukyaku Rokuon,completed,10,1,2015-05-15 20:43:05+00:00,8194,0 days 00:00:02
Mayuri-Nyan,5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),completed,10,1,2015-05-15 20:43:06+00:00,8194,0 days 00:00:01
Mayuri-Nyan,5682,Phantom: Requiem for the Phantom,completed,10,26,2015-05-15 20:43:08+00:00,8194,0 days 00:00:02
Mayuri-Nyan,13125,Shinsekai yori,completed,10,25,2015-05-15 20:43:14+00:00,8194,0 days 00:00:06
Mayuri-Nyan,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,completed,10,1,2015-05-15 20:43:16+00:00,8194,0 days 00:00:02
Mayuri-Nyan,10863,Steins;Gate: Oukoubakko no Poriomania,completed,10,1,2015-05-15 20:43:18+00:00,8194,0 days 00:00:02
Mayuri-Nyan,9253,Steins;Gate,completed,10,24,2015-05-15 20:43:21+00:00,8194,0 days 00:00:03
Mayuri-Nyan,7338,Darker than Black: Kuro no Keiyakusha Gaiden,completed,10,4,2015-05-15 20:43:22+00:00,8194,0 days 00:00:01
Mayuri-Nyan,7311,Suzumiya Haruhi no Shoushitsu,completed,10,1,2015-05-15 20:43:23+00:00,8194,0 days 00:00:01
Mayuri-Nyan,164,Mononoke Hime,completed,9,1,2015-05-15 20:52:19+00:00,8194,0 days 00:08:56
Mayuri-Nyan,376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",completed,9,1,2015-05-15 20:52:23+00:00,8194,0 days 00:00:04
Mayuri-Nyan,849,Suzumiya Haruhi no Yuuutsu,completed,9,14,2015-05-15 20:52:26+00:00,8194,0 days 00:00:03
Mayuri-Nyan,889,Black Lagoon,completed,9,12,2015-05-15 20:52:27+00:00,8194,0 days 00:00:01
Mayuri-Nyan,1519,Black Lagoon: The Second Barrage,completed,9,12,2015-05-15 20:52:28+00:00,8194,0 days 00:00:01
Mayuri-Nyan,13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,completed,9,13,2015-05-15 20:52:38+00:00,8194,0 days 00:00:03
Mayuri-Nyan,11111,Another,completed,9,12,2015-05-15 20:53:03+00:00,8194,0 days 00:00:25
Mayuri-Nyan,12467,Nazo no Kanojo X,completed,9,13,2015-05-15 20:53:15+00:00,8194,0 days 00:00:12
Mayuri-Nyan,2129,True Tears,completed,9,13,2015-05-15 20:53:42+00:00,8194,0 days 00:00:25
Mayuri-Nyan,2167,Clannad,completed,9,23,2015-05-15 20:53:43+00:00,8194,0 days 00:00:01
Mayuri-Nyan,3652,Higurashi no Naku Koro ni Rei,completed,9,5,2015-05-15 20:53:52+00:00,8194,0 days 00:00:09
Mayuri-Nyan,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",completed,9,1,2015-05-15 20:53:54+00:00,8194,0 days 00:00:02
Mayuri-Nyan,4155,One Piece Film: Strong World,completed,9,1,2015-05-15 20:53:55+00:00,8194,0 days 00:00:01
Mayuri-Nyan,4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,completed,9,1,2015-05-15 20:53:57+00:00,8194,0 days 00:00:02
Mayuri-Nyan,4472,Lucky☆Star: Original na Visual to Animation,completed,9,1,2015-05-15 20:53:59+00:00,8194,0 days 00:00:02
Mayuri-Nyan,4901,Black Lagoon: Roberta's Blood Trail,completed,9,5,2015-05-15 20:54:02+00:00,8194,0 days 00:00:01
Mayuri-Nyan,5630,Higashi no Eden,completed,9,11,2015-05-15 20:54:07+00:00,8194,0 days 00:00:05
Mayuri-Nyan,6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",completed,9,1,2015-05-15 20:54:09+00:00,8194,0 days 00:00:02
Mayuri-Nyan,6573,Darker than Black: Ryuusei no Gemini,completed,9,12,2015-05-15 20:54:13+00:00,8194,0 days 00:00:02
Mayuri-Nyan,10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,completed,9,4,2015-05-15 20:54:25+00:00,8194,0 days 00:00:03
Mayuri-Nyan,10067,Angel Beats! Another Epilogue,completed,9,1,2015-05-15 20:54:26+00:00,8194,0 days 00:00:01
Mayuri-Nyan,10897,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,completed,7,1,2015-05-15 21:07:08+00:00,8194,0 days 00:00:01
Mayuri-Nyan,1818,Claymore,completed,8,26,2015-05-15 21:07:40+00:00,8194,0 days 00:00:02
Mayuri-Nyan,2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,completed,8,1,2015-05-15 21:07:49+00:00,8194,0 days 00:00:07
Mayuri-Nyan,3702,Detroit Metal City,completed,8,12,2015-05-15 21:07:50+00:00,8194,0 days 00:00:01
Mayuri-Nyan,4382,Suzumiya Haruhi no Yuuutsu (2009),completed,8,14,2015-05-15 21:07:52+00:00,8194,0 days 00:00:02
Mayuri-Nyan,6594,Katanagatari,completed,8,12,2015-05-15 21:07:59+00:00,8194,0 days 00:00:03
Mayuri-Nyan,7059,Black★Rock Shooter (OVA),completed,8,1,2015-05-15 21:08:01+00:00,8194,0 days 00:00:02
Mayuri-Nyan,8460,Mirai Nikki,completed,8,1,2015-05-15 21:08:06+00:00,8194,0 days 00:00:02
Mayuri-Nyan,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,completed,8,12,2015-05-15 21:08:08+00:00,8194,0 days 00:00:02
Mayuri-Nyan,13469,Hyouka: Motsubeki Mono wa,completed,8,1,2015-05-15 21:08:19+00:00,8194,0 days 00:00:01
Mayuri-Nyan,11285,Black★Rock Shooter (TV),completed,8,8,2015-05-15 21:08:27+00:00,8194,0 days 00:00:06
Mayuri-Nyan,11597,Nisemonogatari,completed,8,11,2015-05-15 21:08:30+00:00,8194,0 days 00:00:01
Mayuri-Nyan,11785,Haiyore! Nyaruko-san,completed,8,12,2015-05-15 21:08:33+00:00,8194,0 days 00:00:01
Mayuri-Nyan,1887,Lucky☆Star,completed,9,0,2015-05-15 21:12:49+00:00,8194,0 days 00:04:14
Mayuri-Nyan,813,Dragon Ball Z,completed,7,291,2015-05-15 21:16:38+00:00,8194,0 days 00:03:49
Mayuri-Nyan,232,Cardcaptor Sakura,completed,8,70,2015-05-15 21:17:04+00:00,8194,0 days 00:00:26
Mayuri-Nyan,552,Digimon Adventure,completed,7,54,2015-05-15 21:17:09+00:00,8194,0 days 00:00:05
Mayuri-Nyan,527,Pokemon,completed,6,276,2015-05-15 21:19:13+00:00,8194,0 days 00:00:45
Mayuri-Nyan,1313,Digimon Adventure 02,completed,7,50,2015-05-15 21:25:04+00:00,8194,0 days 00:00:02
Mayuri-Nyan,1889,Higurashi no Naku Koro ni Kai,completed,10,24,2015-05-15 21:26:09+00:00,8194,0 days 00:00:55
Mayuri-Nyan,10620,Mirai Nikki (TV),completed,9,26,2015-05-15 21:26:24+00:00,8194,0 days 00:00:15
Mayuri-Nyan,9756,Mahou Shoujo Madoka★Magica,completed,8,12,2015-05-15 21:37:09+00:00,8194,0 days 00:10:45
Mayuri-Nyan,226,Elfen Lied,completed,10,13,2015-05-15 21:42:54+00:00,8194,0 days 00:05:45
Mayuri-Nyan,5081,Bakemonogatari,completed,9,15,2015-05-15 21:54:31+00:00,8194,0 days 00:11:37
Mayuri-Nyan,10495,Yuru Yuri,completed,9,12,2015-05-15 21:55:38+00:00,8194,0 days 00:01:07
Mayuri-Nyan,12403,Yuru Yuri♪♪,completed,9,12,2015-05-15 21:55:52+00:00,8194,0 days 00:00:14
Mayuri-Nyan,2924,ef: A Tale of Memories.,completed,9,12,2015-05-15 21:57:31+00:00,8194,0 days 00:01:24
Mayuri-Nyan,11843,Danshi Koukousei no Nichijou,completed,8,12,2015-05-15 21:59:08+00:00,8194,0 days 00:01:37
Mayuri-Nyan,550,Yu☆Gi☆Oh!,completed,7,27,2015-05-16 00:46:21+00:00,8194,0 days 02:44:14
Mayuri-Nyan,6372,Higashi no Eden Movie I: The King of Eden,completed,8,1,2015-05-16 00:50:40+00:00,8194,0 days 00:00:23
Mayuri-Nyan,6637,Higashi no Eden Movie II: Paradise Lost,completed,8,1,2015-05-16 00:50:45+00:00,8194,0 days 00:00:05
Mayuri-Nyan,2926,Myself; Yourself,completed,10,13,2015-05-16 00:50:49+00:00,8194,0 days 00:00:04
Mayuri-Nyan,1210,NHK ni Youkoso!,completed,10,24,2015-05-16 00:50:53+00:00,8194,0 days 00:00:04
Mayuri-Nyan,12189,Hyouka,completed,9,22,2015-05-16 00:51:13+00:00,8194,0 days 00:00:20
Mayuri-Nyan,12291,Acchi Kocchi,completed,9,12,2015-05-16 00:54:36+00:00,8194,0 days 00:03:23
Mayuri-Nyan,855,Strawberry Panic,completed,8,26,2015-05-16 00:55:09+00:00,8194,0 days 00:00:33
Mayuri-Nyan,2961,Digimon Adventure Movie,completed,6,1,2015-11-02 11:24:59+00:00,8194,0 days 00:00:09
Mayuri-Nyan,6547,Angel Beats!,completed,9,13,2015-11-02 11:26:32+00:00,8194,0 days 00:01:14
Mayuri-Nyan,223,Dragon Ball,completed,8,153,2015-11-02 11:29:05+00:00,8194,0 days 00:00:29
Mayuri-Nyan,5356,Canaan,completed,7,13,2015-11-02 11:30:17+00:00,8194,0 days 00:00:59
Mayuri-Nyan,2476,School Days,completed,9,12,2015-11-02 11:30:42+00:00,8194,0 days 00:00:25
Mayuri-Nyan,11701,Another: The Other - Inga,completed,8,1,2015-11-02 11:31:16+00:00,8194,0 days 00:00:34
Mayuri-Nyan,256,Hoshi no Koe,completed,8,1,2015-11-02 11:31:43+00:00,8194,0 days 00:00:27
Mayuri-Nyan,10719,Boku wa Tomodachi ga Sukunai,completed,8,12,2015-11-02 11:33:12+00:00,8194,0 days 00:00:28
Mayuri-Nyan,10568,Kamisama no Memochou,completed,7,12,2015-11-02 11:33:18+00:00,8194,0 days 00:00:06
Mayuri-Nyan,237,Koukyoushihen Eureka Seven,completed,9,50,2015-11-04 01:15:37+00:00,8194,1 days 13:38:31
Mayuri-Nyan,16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,completed,10,12,2016-04-27 18:39:19+00:00,8194,175 days 17:23:42
Mayuri-Nyan,20,Naruto,completed,6,220,2016-04-27 19:48:38+00:00,8194,0 days 01:09:19
Mayuri-Nyan,481,Yu☆Gi☆Oh! Duel Monsters,completed,7,224,2016-04-27 19:49:02+00:00,8194,0 days 00:00:24
Mayuri-Nyan,1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,completed,7,1,2016-04-27 19:49:21+00:00,8194,0 days 00:00:19
Mayuri-Nyan,528,Pokemon Movie 01: Mewtwo no Gyakushuu,completed,7,1,2016-04-27 19:49:24+00:00,8194,0 days 00:00:03
Mayuri-Nyan,1564,Pokemon Advanced Generation,completed,6,192,2016-04-27 19:49:54+00:00,8194,0 days 00:00:05
Mayuri-Nyan,2236,Toki wo Kakeru Shoujo,completed,10,1,2016-04-27 20:52:11+00:00,8194,0 days 01:02:06
Mayuri-Nyan,19,Monster,completed,10,74,2017-02-01 19:23:14+00:00,8194,26 days 04:53:09
Mayuri-Nyan,1575,Code Geass: Hangyaku no Lelouch,completed,10,25,2017-05-31 02:35:53+00:00,8194,118 days 07:12:39
Mayuri-Nyan,2904,Code Geass: Hangyaku no Lelouch R2,completed,10,25,2017-05-31 02:36:05+00:00,8194,0 days 00:00:12
MysTiCAnGeL08,50,Aa! Megami-sama! (TV),completed,8,24,2009-01-19 13:21:54+00:00,8891,0 days 00:01:35
MysTiCAnGeL08,4744,Akaneiro ni Somaru Saka,completed,9,12,2009-01-19 13:23:09+00:00,8891,0 days 00:00:49
MysTiCAnGeL08,2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,completed,9,1,2009-01-19 13:27:43+00:00,8891,0 days 00:04:34
MysTiCAnGeL08,834,Bleach: The Sealed Sword Frenzy,completed,8,1,2009-01-19 13:28:03+00:00,8891,0 days 00:00:20
MysTiCAnGeL08,1686,Bleach Movie 1: Memories of Nobody,completed,7,1,2009-01-19 13:28:28+00:00,8891,0 days 00:00:25
MysTiCAnGeL08,1536,Busou Renkin,completed,7,26,2009-01-19 13:29:12+00:00,8891,0 days 00:00:44
